"faction_groups_description_localised_att_fact_group_barbarian"	"Германські племена були першими з багатьох народів, які оселилися на римській території. Хоча багато з них стали федератами Римської імперії в обмін на свою землю, вони залишаються запеклими воїнами, які високо цінують свою незалежність. Коли римський контроль на північному заході Імперії починає слабшати, ці великі племінні конфедерації готові та прагнуть використати будь-яку можливість для розширення, яка їм випадає"	"True"
"faction_groups_description_localised_att_fact_group_barbarian_m"	"Хоча багато факторів впливають на велике переселення народів, яке зараз відбувається в Європі, головним серед них є гунське вторгнення зі степів. Незалежно від того, чи шукали багатства існуючих імперій, чи тікали від кочових загарбників, сотні тисяч людей були вигнані зі своїх домів і тепер шукають нових земель і нове життів подалі від кордонів Римської імперії. Слабші племена будуть розтоптані і зникнуть, але сильні процвітатимуть на чужих землях, закладаючи основи королівств і культур, які житимуть тисячоліттями."	"True"
"faction_groups_description_localised_att_fact_group_celts"	"На узбіччі цивілізації, на самому краю римської Британії, кельтські народи живуть і борються, захищаючи свій давній спосіб життя. Пікти та каледонці, які проживали на північних околицях Британії, зіткнулися з Римською імперією, зупинили їхні спроби анексувати весь острів. Ебдани, тим часом, відокремлені від імперських амбіцій Ірландським морем, збудували міцні племінні зв’язки та унікальну варіацію кельтської культури. Тепер, коли Західна Римська імперія хворіє, у кельтських племен є можливість об’єднатися, випробувати свою силу та рішучість і захопити Британські острови. Кельти існували задовго до приходу римлян і будуть існувати ще довго після того, як вони підуть!"	"True"
"faction_groups_description_localised_att_fact_group_eastern"	"Побудована з попелу Парфянської імперії її завойовником Ардаширом I, імперія Сасанідів відродила іранську культуру в Персії після тривалого періоду еллінізації. Однак, оскільки його експансія тисне на східні околиці римської території, підкорення Риму або війна з ним здаються неминучими. Однак сасанідські війська чудово справляються з умовами облоги — або під час облоги ворожих міст, або під час захисту власних, а з важкою кіннотою-катафрактою, Сасаніди є грізним противником на полі бою."	"True"
"faction_groups_description_localised_att_fact_group_nomadic"	"Кочівники з Центральної Азії почали великі вторгнення в південно-східну Європу. Не маючи постійних домів чи королів, які б їх вели, вони є майстрами верхової їзди та виживання в дорозі, навчаючись цим навичкам із раннього віку. Коли чутки про незрівнянну точність їхніх кінних лучників та шалену швидкість їхніх стратегічних маневрів поширюються по всій землі, так само поширюється страх перед їхнім приходом. Для багатьох осілих народів ці кочові вершники несуть лише смерть і кінець днів."	"True"
"faction_groups_description_localised_att_fact_group_norse"	"Нордичні племена, що походять із далекої півночі, є сміливими людьми, які захоплюються битвами, грабуванням та руйнуванням. Їхні батьківщини родючі, але невблаганно суворі: сорок днів взимку по них не ходить сонце, а сорок днів літа воно обертається навколо горизонту, не заходячи. Скандинавські чоловіки вважаються одними з найвищих у світі, як тілом, так і духом, і борються з жорстокістю та лютістю диких звірів."	"True"
"faction_groups_description_localised_att_fact_group_roman"	"У своїй найбільшій величі Римська імперія простягалася від Месопотамії до узбережжя Атлантики. Однак тепер вона розділена, і Східна та Західна Римські імперії залишаються лише тінями своєї колишньої — об’єднаної — слави, оскільки внутрішні суперечки, узурпатори та потенційні загарбники з усіх боків загрожують повністю розірвати їх. Однак ніколи не слід недооцінювати римські амбіції. Ті самі амбіції, які народили Вічне місто та жагу до панування, тепер це єдине, що стоїть між ними та знищенням."	"True"
"faction_groups_description_localised_att_fact_group_sand"	"Далеко від цивілізованого суспільства Константинополя і просто на периферії перських царів знаходяться горді та рішучі пустельні королівства Аравії та Африки. Захищені в самих куточках відомого світу, Аксум і Хім’яр постійно ворогують, але стають приголомшливо багатими завдяки торгівлі Шовковим шляхом, що проходить через їхні землі. Далі на північ, на краю Сасанідської імперії, Лахміди живуть зухвало арабським життям в Аль-Хірі, лише за два кроки від Ктесифона. Танухіди - кочовий народ - кочують Левантом і, як і їхні двоюрідні брати Лахміди, надзвичайно незалежні та пишаються своїм способом життя. Дві світові супердержави - Рим і Персія - з інтересом спостерігають за подіями і лікують, коли це необхідно, але пустельні королівства ні перед ким не схиляться. Мінливі та спокусливі, як самий пісок пустелі, вони зроблять усе, що від них залежить, щоб забезпечити майбутнє свого народу."	"True"
"faction_groups_description_localised_att_fact_group_slavs"	"PLACEHOLDER"	"True"
"faction_groups_name_localised_att_fact_group_barbarian"	"Варварські королівства"	"True"
"faction_groups_name_localised_att_fact_group_barbarian_m"	"Великі переселенці"	"True"
"faction_groups_name_localised_att_fact_group_celts"	"Кельти"	"True"
"faction_groups_name_localised_att_fact_group_eastern"	"Східні імперії"	"True"
"faction_groups_name_localised_att_fact_group_nomadic"	"Кочові племена"	"True"
"faction_groups_name_localised_att_fact_group_norse"	"Скандинави"	"True"
"faction_groups_name_localised_att_fact_group_roman"	"Римська імперія"	"True"
"faction_groups_name_localised_att_fact_group_sand"	"Пустельні королівства"	"True"
"faction_groups_name_localised_att_fact_group_slavs"	"Слов'яни"	"True"